id,latitude,longitude,deities_recorded,deity_groups,families,structure,images_present,temple_name,distance_to_ganga_m,hotspot_class
268,25.297042,82.977659,"Siva-Parvati,Hanuman,__ Bir Baabaa","Bir Baba,Hanuman,Shiva-Parvati","Folk,Hanuman,Shaiva","Free-standing,Temple complex",4,,238,0
269,25.296926,82.977668,"Siva,Other","Other,Shiva","Other,Shaiva",Tree-temple,2,,236,0
270,25.297632,82.977112,"Hanuman,Ganesh,Other","Ganesh,Hanuman,Other","Ganesh,Hanuman,Other",Tree-temple,3,,279,0
271,25.298221,82.976416,"Other,Siva","Other,Shiva","Other,Shaiva",Free-standing,1,,272,0
272,25.297769,82.977086,Other,Other,Other,Tree-temple,1,,268,0
273,25.295827,82.974694,Other,Other,Other,Tree-temple,1,,475,0
274,25.294438,82.971066,Siva-Parvati,Shiva-Parvati,Shaiva,Tree-temple,2,,440,0
275,25.287918,82.969509,__ Bir Baabaa,Bir Baba,Folk,Free-standing,1,,616,0
276,25.287323,82.969027,Siva,Shiva,Shaiva,Free-standing,1,,622,0
277,25.287235,82.969091,Other,Other,Other,Built into a wall,2,,613,0
278,25.287204,82.969106,Other,Other,Other,Free-standing,1,,610,0
279,25.30791,83.009989,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,2,,122,3
280,25.308484,83.010279,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,129,3
281,25.308762,83.010698,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,5,,112,3
282,25.308741,83.010853,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,5,,100,3
283,25.308931,83.010906,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,3,,111,3
284,25.308976,83.010881,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,116,3
285,25.308923,83.010901,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Temple complex,2,,111,3
286,25.309063,83.010916,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,0,,119,3
287,25.308739,83.011206,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,74,3
288,25.308959,83.012055,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,32,3
289,25.309504,83.011741,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,3,Shrivridhaditya shiva mandir,96,3
290,25.309383,83.011807,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,0,,82,3
291,25.310071,83.011833,"Siva,Siva-Parvati,Ganesh","Ganesh,Shiva,Shiva-Parvati","Ganesh,Shaiva",Free-standing,5,Dharmeshwar mahadev mandir,131,3
292,25.310167,83.011791,"Siva,__ Maa","Local Maa,Shiva","Goddess,Shaiva",Tree,0,,139,3
293,25.310135,83.011716,"Hanuman,RAMA","Hanuman,Rama","Hanuman,Vaishnava",Tree-temple,2,,145,3
294,25.310209,83.011697,Siva,Shiva,Shaiva,Tree,1,,150,3
295,25.310186,83.0118,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,2,,140,3
296,25.310155,83.011669,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Temple complex,2,,150,3
297,25.310169,83.011744,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Temple complex,2,,144,3
298,25.310164,83.011816,"Siva-Parvati,Siva","Shiva,Shiva-Parvati",Shaiva,Temple complex,0,,137,3
299,25.310169,83.011742,"Siva-Parvati,Siva","Shiva,Shiva-Parvati",Shaiva,Temple complex,0,,144,3
300,25.310151,83.011784,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Temple complex,0,,139,3
301,25.310277,83.011689,"Siva-Parvati,Siva family,Siva","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,4,Vishwvahuka gauri Parvati temple,154,3
302,25.310184,83.011652,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Temple complex,0,,153,3
303,25.31018,83.011588,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Temple complex,0,,157,3
304,25.31017,83.011522,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Temple complex,3,,162,3
305,25.310303,83.01159,"__ Maa,Other","Local Maa,Other","Goddess,Other",Tree-temple,0,,164,3
306,25.310291,83.011883,"Siva,Siva family,Siva-Parvati,__ Maa","Local Maa,Shiva,Shiva family,Shiva-Parvati","Goddess,Shaiva",Tree,0,,138,3
307,25.310054,83.012048,Devi,Devi,Goddess,Free-standing,0,Kali mata,111,3
308,25.310047,83.012109,"Siva,Ganesh","Ganesh,Shiva","Ganesh,Shaiva",Built into a wall,0,Ganesh,105,3
309,25.310228,83.011993,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,3,,125,3
310,25.310793,83.012225,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,2,,151,3
311,25.310793,83.012225,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,2,,151,3
312,25.311042,83.012386,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,12,,165,3
313,25.310709,83.01248,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,0,,129,3
314,25.310589,83.012546,"Siva,Siva-Parvati,Krishna","Krishna,Shiva,Shiva-Parvati","Shaiva,Vaishnava",Built into a wall,0,,114,3
315,25.310737,83.012508,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,130,3
316,25.310763,83.012752,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,0,,120,3
317,25.310759,83.012535,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,0,,131,3
318,25.310749,83.012485,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,3,,132,3
319,25.310578,83.01269,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Tree-temple,2,,105,3
320,25.310603,83.012502,Siva,Shiva,Shaiva,Free-standing,0,,118,3
321,25.310661,83.012689,Ganesh,Ganesh,Ganesh,Free-standing,0,,114,3
322,25.310607,83.012543,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,2,,116,3
323,25.310566,83.01275,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,3,,102,3
324,25.310459,83.012708,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,0,,93,3
325,25.310392,83.01278,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,83,3
326,25.310394,83.01293,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,77,3
327,25.310575,83.012953,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,93,3
328,25.310423,83.012879,"Siva-Parvati,Siva","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,82,3
329,25.310565,83.013404,"Siva,Siva-Parvati,Sitla Maa","Shiva,Shiva-Parvati,Sitala Maa","Goddess,Shaiva","Free-standing,Tree-temple",0,,51,3
330,25.309844,83.012999,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,0,Nepali temple,21,3
331,25.310507,83.012877,"Siva,Ganesh","Ganesh,Shiva","Ganesh,Shaiva",Built into a wall,0,,91,3
332,25.310037,83.013268,"Siva,Siva-Parvati,Siva family,Other","Other,Shiva,Shiva family,Shiva-Parvati","Other,Shaiva",Built into a wall,0,,34,3
333,25.309804,83.013274,"__ Maa,Devi","Devi,Local Maa",Goddess,Free-standing,0,,9,3
334,25.310538,83.01297,"Siva,Sitla Maa,Devi","Devi,Shiva,Sitala Maa","Goddess,Shaiva",Built into a wall,0,,90,3
335,25.310482,83.012884,Siva,Shiva,Shaiva,Built into a wall,0,,88,3
336,25.310425,83.012712,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,0,,90,3
337,25.310484,83.01277,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,"Free-standing,Built into a wall",0,,93,3
338,25.310642,83.013051,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,0,,87,3
339,25.310565,83.012972,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,0,,91,3
340,25.310546,83.012956,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,0,,92,3
341,25.310489,83.012963,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Temple complex,0,,87,3
342,25.310613,83.012647,Ganesh,Ganesh,Ganesh,Built into a wall,0,,111,3
343,25.310546,83.012039,Hanuman,Hanuman,Hanuman,"Free-standing,Built into a wall",0,,143,3
344,25.310647,83.011974,Ganesh,Ganesh,Ganesh,Built into a wall,0,,156,3
345,25.310742,83.011782,"Krishna,Other","Krishna,Other","Other,Vaishnava",Built into a wall,0,,177,3
346,25.310652,83.011537,"Siva-Parvati,Siva","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,189,3
347,25.310747,83.011248,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,219,3
348,25.310675,83.011053,"Siva-Parvati,Siva,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,"Built into a wall,Free-standing",0,,231,3
349,25.310761,83.011039,"__ Maa,Devi","Devi,Local Maa",Goddess,Built into a wall,0,,238,3
350,25.299036,82.992725,Sitla Maa,Sitala Maa,Goddess,Free-standing,5,,95,0
351,25.29908,82.991532,Hanuman,Hanuman,Hanuman,Free-standing,1,,209,0
352,25.298486,82.989384,Devi,Devi,Goddess,Temple complex,1,,396,0
353,25.297822,82.988988,"Siva,Ganesh","Ganesh,Shiva","Ganesh,Shaiva",Free-standing,2,,415,0
354,25.295756,82.987428,__ Bir Baabaa,Bir Baba,Folk,Tree-temple,1,,338,0
355,25.29777,82.989021,Hanuman,Hanuman,Hanuman,Tree,0,,411,0
356,25.308714,83.010737,"Siva,Ganesh,Siva-Parvati","Ganesh,Shiva,Shiva-Parvati","Ganesh,Shaiva",Built-around,6,,106,3
357,25.309046,83.010624,Siva,Shiva,Shaiva,Built-around,1,,141,3
358,25.309055,83.010326,Siva,Shiva,Shaiva,Built-around,1,,161,3
359,25.309098,83.011395,Siva,Shiva,Shaiva,Built-around,8,,89,3
360,25.309753,83.01035,Ganesh,Ganesh,Ganesh,Free-standing,0,,213,3
361,25.309717,83.010044,Siva,Shiva,Shaiva,Free-standing,1,,233,3
362,25.309735,83.009862,Siva,Shiva,Shaiva,Temple complex,1,,248,3
363,25.310168,83.00996,Siva,Shiva,Shaiva,"Free-standing,Built-around",5,,273,3
364,25.310265,83.009929,Hanuman,Hanuman,Hanuman,Built into a wall,1,,284,3
365,25.310456,83.010002,"Siva,Rama family","Rama,Shiva","Shaiva,Vaishnava",Built-around,5,,295,3
366,25.31025,83.010323,Ganesh,Ganesh,Ganesh,Built into a wall,1,,256,3
367,25.310192,83.011008,Krishna,Krishna,Vaishnava,Temple complex,5,,202,3
368,25.311035,83.010955,Siva,Shiva,Shaiva,Tree-temple,1,,261,3
369,25.311493,83.011263,Siva,Shiva,Shaiva,Built-around,2,,273,3
370,25.312077,83.010684,Siva,Shiva,Shaiva,Built into a wall,3,,360,3
371,25.311411,83.010178,Siva,Shiva,Shaiva,Built-around,1,,349,3
372,25.311088,83.010149,Siva,Shiva,Shaiva,Free-standing,1,,332,3
373,25.311206,83.008717,"Siva family,Hanuman,Ganesh,Siva","Ganesh,Hanuman,Shiva,Shiva family","Ganesh,Hanuman,Shaiva",Temple complex,7,,443,3
374,25.310886,83.008588,Siva,Shiva,Shaiva,Built-around,2,,428,3
375,25.310415,83.008031,"Siva-Parvati,Hanuman","Hanuman,Shiva-Parvati","Hanuman,Shaiva",Built-around,5,,436,3
376,25.310262,83.007758,Hanuman,Hanuman,Hanuman,Built-around,1,,448,3
377,25.31012,83.00763,Siva,Shiva,Shaiva,Free-standing,1,,451,3
378,25.31009,83.007762,"Siva,Other","Other,Shiva","Other,Shaiva",Built-around,2,,438,3
379,25.310425,83.007222,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva",Built into a wall,2,,467,3
380,25.309969,83.006985,"Hanuman,Other","Hanuman,Other","Hanuman,Other","Built-around,Tree-temple",5,,465,3
381,25.310083,83.007482,Siva,Shiva,Shaiva,Free-standing,1,,462,3
382,25.309844,83.007367,Siva,Shiva,Shaiva,Free-standing,0,,458,3
383,25.309455,83.006851,Hanuman,Hanuman,Hanuman,Built-around,1,,481,3
384,25.309975,83.005566,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva",Tree-temple,2,,343,0
385,25.310662,83.005422,"Siva,Krishna,Ganesh,Devi,Hanuman","Devi,Ganesh,Hanuman,Krishna,Shiva","Ganesh,Goddess,Hanuman,Shaiva,Vaishnava",Tree-temple,6,,290,0
386,25.311627,83.004988,Other,Other,Other,Built into a wall,1,,216,0
387,25.312048,83.005821,Siva,Shiva,Shaiva,Built-around,2,,293,0
388,25.310587,83.006072,Hanuman,Hanuman,Hanuman,Built into a wall,1,,353,3
389,25.310679,83.007002,Krishna,Krishna,Vaishnava,Built into a wall,2,,437,3
390,25.310539,83.007171,"Siva,Ganesh,Devi","Devi,Ganesh,Shiva","Ganesh,Goddess,Shaiva",Free-standing,6,,458,3
391,25.311185,83.00844,Siva,Shiva,Shaiva,Built-around,1,,462,3
392,25.311375,83.008442,Siva,Shiva,Shaiva,Built-around,2,,460,3
393,25.30261,82.973396,Siva,Shiva,Shaiva,Tree-temple,1,,143,0
394,25.30128,82.979343,Other,Other,Other,Free-standing,1,,19,0
395,25.303238,82.97984,Siva,Shiva,Shaiva,"Free-standing,Temple complex",1,,238,0
396,25.303263,82.979916,Siva,Shiva,Shaiva,Built into a wall,1,,243,0
397,25.303299,82.97989,Hanuman,Hanuman,Hanuman,"Built into a wall,Tree-temple",1,,246,0
398,25.303558,82.987355,Ganesh,Ganesh,Ganesh,Free-standing,1,,601,0
399,25.305335,82.987952,"Siva family,__ Bir Baabaa,Hanuman","Bir Baba,Hanuman,Shiva family","Folk,Hanuman,Shaiva",Tree-temple,5,,792,0
400,25.304404,82.987537,Siva,Shiva,Shaiva,Tree-temple,2,,685,0
401,25.304518,82.989137,"Siva-Parvati,Siva,Hanuman,Devi","Devi,Hanuman,Shiva,Shiva-Parvati","Goddess,Hanuman,Shaiva",Free-standing,5,,763,0
402,25.302781,82.987618,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,3,,559,0
403,25.301589,82.98629,Hanuman,Hanuman,Hanuman,Free-standing,1,,372,0
404,25.302058,82.989115,Other,Other,Other,Built into a wall,1,,586,0
405,25.304954,82.992082,Other,Other,Other,Built into a wall,1,,644,0
406,25.300218,82.992174,__ Bir Baabaa,Bir Baba,Folk,"Temple complex,Free-standing",1,,219,0
407,25.300219,82.992174,Other,Other,Other,Tree-temple,1,,219,0
408,25.300236,82.992177,Siva,Shiva,Shaiva,Tree-temple,1,,220,0
409,25.298404,82.990781,__ Bir Baabaa,Bir Baba,Folk,Built into a wall,1,,265,0
410,25.299983,82.989525,Other,Other,Other,Free-standing,1,,432,0
411,25.300021,82.989477,Other,Other,Other,Tree,1,,438,0
412,25.299797,82.9883,"Other,Siva","Other,Shiva","Other,Shaiva",Built into a wall,2,,465,0
413,25.297709,82.98894,Siva,Shiva,Shaiva,Free-standing,1,,418,0
414,25.295854,82.987391,Other,Other,Other,"Free-standing,Tree-temple",1,,330,0
415,25.293314,82.988702,Other,Other,Other,Free-standing,1,,169,0
416,25.293374,82.989317,Other,Other,Other,"Temple complex,Built into a wall",1,,195,0
417,25.293405,82.989404,Other,Other,Other,Free-standing,3,,202,0
418,25.293425,82.989456,Siva,Shiva,Shaiva,Free-standing,1,,206,0
419,25.293655,82.990854,Other,Other,Other,Built into a wall,1,,316,0
420,25.293609,82.991105,Other,Other,Other,Free-standing,1,,333,0
421,25.294119,83.005969,Ganesh,Ganesh,Ganesh,Built into a wall,0,,126,0
422,25.311607,83.012427,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,0,,190,3
423,25.311294,83.01239,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,4,,176,3
424,25.311128,83.012462,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,0,,162,3
425,25.311207,83.012549,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,0,,158,3
426,25.311127,83.012658,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,144,3
427,25.31114,83.012608,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,1,,149,3
428,25.311153,83.012636,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,0,,147,3
429,25.311129,83.012546,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,0,,155,3
430,25.311126,83.012552,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,2,,154,3
431,25.311143,83.012744,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,0,,137,3
432,25.311044,83.012713,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,0,,135,3
433,25.311082,83.012816,Hanuman,Hanuman,Hanuman,Built into a wall,1,,127,3
434,25.311147,83.012812,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,2,,131,3
435,25.31114,83.012915,"__ Maa,Devi","Devi,Local Maa",Goddess,Built into a wall,1,,121,3
436,25.311054,83.012943,__ Bir Baabaa,Bir Baba,Folk,Built into a wall,0,,114,3
437,25.311123,83.012885,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,0,,123,3
438,25.31111,83.012759,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,134,3
439,25.311169,83.012955,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,119,3
440,25.311116,83.012911,"RAMA,Rama-Sita,Rama family,Hanuman","Hanuman,Rama","Hanuman,Vaishnava",Free-standing,6,,120,3
441,25.311105,83.01298,Hanuman,Hanuman,Hanuman,Built into a wall,1,,114,3
442,25.311149,83.013009,Ganesh,Ganesh,Ganesh,Built into a wall,1,,113,3
443,25.311096,83.012975,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,1,,114,3
444,25.311075,83.012993,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,111,3
445,25.311147,83.013098,"Siva-Parvati,Siva,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,106,3
446,25.310891,83.013055,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,97,3
447,25.311053,83.013237,"Siva-Parvati,Siva,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,88,3
448,25.311114,83.013228,Siva,Shiva,Shaiva,Built into a wall,1,,93,3
449,25.31112,83.013239,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,4,,92,3
450,25.311219,83.013259,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,1,,98,3
451,25.31133,83.013295,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,2,,104,3
452,25.311158,83.013865,"__ Maa,Devi","Devi,Local Maa",Goddess,Built into a wall,2,,60,3
453,25.311213,83.013573,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,5,,76,3
454,25.311182,83.013625,Siva-Parvati,Shiva-Parvati,Shaiva,"Built into a wall,Free-standing",2,,71,3
455,25.311194,83.013781,Krishna,Krishna,Vaishnava,Built into a wall,10,,66,3
456,25.311181,83.013718,Other,Other,Other,Built into a wall,0,,67,3
457,25.31121,83.013862,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,2,,65,3
458,25.311294,83.013968,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,68,3
459,25.311269,83.013977,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,66,3
460,25.31127,83.014011,Hanuman,Hanuman,Hanuman,Built into a wall,1,,63,3
461,25.310947,83.013891,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,36,3
462,25.31123,83.01421,"Hanuman,Ganesh","Ganesh,Hanuman","Ganesh,Hanuman",Built into a wall,4,,44,3
463,25.311225,83.014465,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,0,,25,3
464,25.311369,83.012959,Hanuman,Hanuman,Hanuman,Built into a wall,1,,131,3
465,25.311317,83.012999,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,2,,125,3
466,25.311297,83.012953,Siva,Shiva,Shaiva,Built-around,1,,127,3
467,25.311436,83.013086,"Siva,Siva family","Shiva,Shiva family",Shaiva,Free-standing,2,,127,3
468,25.311332,83.013152,Siva,Shiva,Shaiva,Built into a wall,1,,114,3
469,25.311204,83.013385,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,2,Dhandhaneshwar mahadev,87,3
470,25.311818,83.01358,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,135,3
471,25.311655,83.013753,"Devi,__ Maa","Devi,Local Maa",Goddess,Built into a wall,1,,110,3
472,25.31168,83.013779,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,2,,110,3
473,25.311663,83.013772,Hanuman,Hanuman,Hanuman,Built into a wall,1,,109,3
474,25.311421,83.013953,"Siva-Parvati,Siva family,Siva,Ganesh","Ganesh,Shiva,Shiva family,Shiva-Parvati","Ganesh,Shaiva",Built into a wall,5,,78,3
475,25.311491,83.013856,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,0,,90,3
476,25.311496,83.013944,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,5,,84,3
477,25.311832,83.014149,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,"Free-standing,Built into a wall",2,,93,3
478,25.311868,83.013481,"Siva-Parvati,Siva family","Shiva family,Shiva-Parvati",Shaiva,,2,,146,3
479,25.311972,83.013536,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Temple complex,3,,150,3
480,25.311933,83.013469,"Siva-Parvati,Siva family","Shiva family,Shiva-Parvati",Shaiva,Temple complex,4,,152,3
481,25.312145,83.01371,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,149,3
482,25.312173,83.013737,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,4,,149,3
483,25.31221,83.013879,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,141,3
484,25.31217,83.01443,Hanuman,Hanuman,Hanuman,Built into a wall,1,,101,3
485,25.312196,83.014522,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,6,,97,3
486,25.312164,83.014444,"Siva,Siva-Parvati,Hanuman,RAMA,__ Maa","Hanuman,Local Maa,Rama,Shiva,Shiva-Parvati","Goddess,Hanuman,Shaiva,Vaishnava",Built into a wall,4,,99,3
487,25.312168,83.014431,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Temple complex,2,,100,3
488,25.311995,83.014407,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,88,3
489,25.311981,83.014305,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,5,,93,3
490,25.312023,83.014528,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,82,3
491,25.312028,83.01452,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,5,,83,3
492,25.311849,83.014459,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,3,,72,3
493,25.311784,83.014632,"Siva,Siva-Parvati,Siva family,Hanuman","Hanuman,Shiva,Shiva family,Shiva-Parvati","Hanuman,Shaiva",Built into a wall,0,,55,3
494,25.311734,83.014536,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,0,,57,3
495,25.311678,83.014464,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,58,3
496,25.311724,83.014304,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,1,,74,3
